epoch,test_acc,val_acc,train_acc,lr,model_sparsity
0,0.08399999886751175,0.08999999612569809,0.6888152956962585,0.1,49.86559347895242
1,0.1119999960064888,0.07999999821186066,0.5472132563591003,0.09996814128284959,49.903439849782814
2,0.12199999392032623,0.1899999976158142,0.725631833076477,0.09987260573051268,49.697123464679535
3,0.12799999117851257,0.1599999964237213,0.572701632976532,0.09971351508859488,49.634547631179636
4,1.0139999389648438,0.9799999594688416,0.6567188501358032,0.09949107209404666,50.007680121277296
5,0.3199999928474426,0.32999998331069946,1.1749823093414307,0.09920556021680582,49.90047952812209
6,0.09399999678134918,0.07999999821186066,0.5122847557067871,0.098857343298558,49.77384989963938
7,0.4560000002384186,0.35999998450279236,0.6419293284416199,0.0984468650890754,49.875688483724126
8,0.16200000047683716,0.1899999976158142,0.7227998375892639,0.0979746486807249,49.76149836438929
9,0.14999999105930328,0.17000000178813934,0.5856031775474548,0.097441295841866,49.63103747265771
10,0.18599998950958252,0.23999999463558197,0.45344123244285583,0.09684748624998811,49.86029305161041
11,0.26600000262260437,0.28999999165534973,0.7448267936706543,0.09619397662556435,49.94297531945082
12,0.3700000047683716,0.29999998211860657,0.6642709374427795,0.09548159976772594,49.813790049237234
13,0.1459999978542328,0.05999999865889549,1.0028572082519531,0.09471126349298559,49.78193470084652
14,0.2239999920129776,0.14999999105930328,0.7029755115509033,0.0938839494783628,49.720282593273446
15,0.5659999847412109,0.41999998688697815,0.7756645679473877,0.09300071201038504,49.8559735332288
16,0.6779999732971191,0.5699999928474426,0.7951741814613342,0.09206267664155908,50.022714860410055
17,0.38599997758865356,0.41999998688697815,1.0623301267623901,0.0910710387560246,49.989399145315986
18,0.1419999897480011,0.08999999612569809,1.1837931871414185,0.09002706204621803,49.900431142478304
19,0.23399999737739563,0.2800000011920929,0.9005890488624573,0.08893207690248779,49.91905961533589
20,1.4259999990463257,1.2599999904632568,1.111104130744934,0.08778747871771293,50.03892844977324
21,1.472000002861023,1.0399999618530273,1.5167152881622314,0.0865947261090863,50.1970131454117
22,2.6439998149871826,2.190000057220459,2.060781955718994,0.0853553390593274,50.260842606955144
23,1.1139999628067017,0.9699999690055847,2.612715244293213,0.0840708969796946,50.23405455507729
24,1.7839999198913574,1.6399999856948853,2.432408571243286,0.08274303669726428,50.30180765246229
25,1.8980000019073486,1.8199999332427979,2.2111947536468506,0.08137345036904262,50.30496151669815
26,3.3479998111724854,3.0199999809265137,2.739527702331543,0.07996388332556736,50.42001378023135
27,1.4179999828338623,1.2699999809265137,2.908506155014038,0.07851613184674822,50.37597844569125
28,2.4659998416900635,2.25,3.3521926403045654,0.07703204087277989,50.458876249581245
29,3.197999954223633,2.8899998664855957,3.2127933502197266,0.07551350165304498,50.3795633820263
30,2.687999963760376,2.4099998474121094,3.230729579925537,0.07396244933600284,50.40636462998882
31,2.6519999504089355,2.3499999046325684,3.6193485260009766,0.07238086050313561,50.404046517781985
32,3.113999843597412,2.869999885559082,4.3125691413879395,0.0707707506500943,50.426633816040244
33,3.5739998817443848,3.5799999237060547,4.50137186050415,0.06913417161825447,50.460063897201444
34,4.849999904632568,4.429999828338623,5.264764308929443,0.0674732089799549,50.50379132309927
35,3.8519999980926514,3.009999990463257,5.484405040740967,0.06578997938075123,50.441224286989154
36,5.716000080108643,5.139999866485596,5.9450836181640625,0.06408662784207148,50.44204244423862
37,5.095999717712402,4.569999694824219,6.977834701538086,0.062365325027710763,50.519120774789634
38,5.9679999351501465,5.339999675750732,7.686788558959961,0.06062826447764883,50.51227640554137
39,6.557999610900879,5.71999979019165,8.53954792022705,0.05887765981271517,50.50248491071705
40,8.47599983215332,7.529999732971191,9.133332252502441,0.057115741913664246,50.47254739329822
41,8.317999839782715,7.519999980926514,9.622331619262695,0.05534475607825565,50.50834397231004
42,8.378000259399414,8.029999732971191,10.308943748474121,0.05356695915996161,50.48876538135629
43,6.73199987411499,5.730000019073486,10.917203903198242,0.05178461669194902,50.48196060036203
44,10.693999290466309,8.429999351501465,11.580215454101562,0.05,50.465210370222316
45,10.811999320983887,9.329999923706055,12.26651382446289,0.048215383308050974,50.45806249102666
46,10.58799934387207,9.829999923706055,12.861871719360352,0.04643304084003838,50.48305147669466
47,12.733999252319336,10.869999885559082,13.671521186828613,0.04465524392174435,50.45856394224408
48,11.085999488830566,9.09999942779541,14.55952262878418,0.04288425808633574,50.47252539982377
49,11.019999504089355,9.800000190734863,15.259037017822266,0.04112234018728484,50.45987475332119
50,12.644000053405762,10.979999542236328,16.102041244506836,0.03937173552235116,50.46414148736413
51,16.170000076293945,14.359999656677246,16.95637321472168,0.03763467497228923,50.465769004473295
52,13.477999687194824,11.789999961853027,17.96898651123047,0.03591337215792851,50.49176089257613
53,17.61400032043457,15.079999923706055,18.78146743774414,0.03421002061924876,50.497932261506286
54,13.501999855041504,12.389999389648438,19.846942901611328,0.03252679102004508,50.49281657934964
55,18.420000076293945,16.78999900817871,21.026016235351562,0.030865828381745505,50.47789620628401
56,22.076000213623047,19.09000015258789,22.201627731323242,0.02922924934990568,50.49223155292932
57,22.562000274658203,19.90999984741211,23.174591064453125,0.02761913949686437,50.489442780369295
58,25.191999435424805,22.51999855041504,24.59659194946289,0.02603755066399715,50.47409133520448
59,22.52199935913086,19.809999465942383,25.9263916015625,0.02448649834695502,50.48410276477328
60,24.40799903869629,20.90999984741211,27.087528228759766,0.022967959127220133,50.47333036098858
61,29.083999633789062,25.349998474121094,28.371702194213867,0.0214838681532518,50.45689243818602
62,29.851999282836914,26.439998626708984,29.83460807800293,0.02003611667443265,50.44271104586185
63,28.3799991607666,24.729999542236328,31.353527069091797,0.01862654963095739,50.411036043961616
64,30.236000061035156,27.03999900817871,32.619449615478516,0.017256963302735746,50.37769393669821
