epoch,test_acc_before_rounding,test_acc,regularization_loss,model_sparsity
0,34.39,34.39,0.00011422728130128235,42.0078336286487
1,41.87,41.87,0.00011063721467508003,48.26599365849109
2,50.94,50.94,0.00011103378346888348,49.26967732910566
3,57.2,57.2,0.00011141563300043344,49.594329944978085
4,49.43,49.43,0.000112100453407038,49.614147160309614
5,43.09,43.09,0.00011252130207139999,49.7936678168423
6,42.72,42.72,0.00011374260066077113,49.97085703627716
7,43.69,43.69,0.00011313839058857411,49.7895878019211
8,54.55,54.55,0.00011297014862066135,49.691667443812364
9,55.31,55.31,0.00010235115769319236,47.3544017532407
10,61.02,61.02,0.00010251484491163865,46.60950760048494
11,51.06,51.06,0.00010276225657435134,46.39443252821039
12,51.77,51.77,0.00010234623914584517,46.14147160309615
13,57.33,57.33,0.00010260014096274972,46.0342254965961
14,48.54,48.54,0.00010271475184708834,45.967779539308026
15,51.9,51.9,0.00010258306429022923,45.967196680033574
16,40.98,40.98,0.00010193836351390928,45.73463582952532
17,62.68,62.68,9.466336632613093e-05,42.67870465354845
18,60.54,60.54,9.410907659912482e-05,41.96819919798564
19,54.58,54.58,9.395898086950183e-05,41.75953557773011
20,61.34,61.34,9.33588671614416e-05,41.57068917280612
21,50.79,50.79,9.321121615357697e-05,41.426722932015295
22,63.5,63.5,9.27810397115536e-05,41.56311200223818
23,45.92,45.92,9.242788655683398e-05,41.378345612235385
24,60.83,60.83,9.226745896739885e-05,41.322391121887534
25,65.92,65.92,8.793013694230467e-05,37.44113121327987
26,70.1,70.1,8.721451013116166e-05,36.6356196959806
27,56.7,56.7,8.673662523506209e-05,36.23577823370326
28,55.04,55.04,8.627995703136548e-05,36.13552643849669
29,69.27,69.27,8.531741332262754e-05,36.21071528490161
30,62.16,62.16,8.479481766698882e-05,36.147766483260284
31,67.29,67.29,8.407177665503696e-05,36.00146880537163
32,66.53,66.53,8.365864050574601e-05,35.84526251981722
33,56.14,56.14,8.186947525246069e-05,31.39454910006528
34,57.08,57.08,8.14627346699126e-05,30.74058099412478
35,65.49,65.49,8.058489038376138e-05,30.6175976872144
36,63.21,63.21,7.987227581907064e-05,30.459059964562154
