epoch,test_acc_before_rounding,test_acc,regularization_loss,model_sparsity
0,-1,46.0,0.0,1.7975380024246945
1,-1,54.32,0.0,1.7975380024246945
2,-1,57.28,0.0,1.7975380024246945
3,-1,53.39,0.0,1.7975380024246945
4,-1,60.62,0.0,1.7975380024246945
5,-1,62.49,0.0,1.7975380024246945
6,-1,62.4,0.0,1.7975380024246945
7,-1,66.04,0.0,1.7975380024246945
8,-1,66.2,0.0,1.7975380024246945
