epoch,test_acc,val_acc,train_acc,lr,model_sparsity
0,0.6439999938011169,0.5600000023841858,0.5945712924003601,0.1,36.38735452636261
1,0.9860000014305115,1.0099999904632568,0.6930633783340454,0.09996814128284959,37.15385790174512
2,0.3840000033378601,0.32999998331069946,0.9024770855903625,0.09987260573051268,36.51967166733761
3,0.4339999854564667,0.429999977350235,0.6930633783340454,0.09971351508859488,38.281269794127006
4,0.4439999759197235,0.44999998807907104,0.62887042760849,0.09949107209404666,34.974471734338536
5,0.41999998688697815,0.3799999952316284,0.8785620927810669,0.09920556021680582,36.70444764356636
6,1.2680000066757202,1.4199999570846558,1.279453158378601,0.098857343298558,40.02197412019064
7,0.6480000019073486,0.7299999594688416,1.5945965051651,0.0984468650890754,41.854347247754205
8,1.5899999141693115,1.5999999046325684,1.625906229019165,0.0979746486807249,35.619236829955604
9,0.9059999585151672,0.949999988079071,1.2547515630722046,0.097441295841866,35.02670183745802
10,1.2760000228881836,1.2899999618530273,1.4849334955215454,0.09684748624998811,37.238444804472735
11,0.22599999606609344,0.26999998092651367,1.2745758295059204,0.09619397662556435,38.30154337887331
12,0.3959999978542328,0.29999998211860657,1.295501470565796,0.09548159976772594,37.30921540655201
13,0.4779999852180481,0.5199999809265137,1.2690690755844116,0.09471126349298559,34.83150535303573
14,2.001999855041504,1.7999999523162842,1.611431360244751,0.0938839494783628,35.83649716794428
15,0.15399999916553497,0.12999999523162842,2.094136953353882,0.09300071201038504,38.168913930561146
16,1.6159999370574951,1.3899999856948853,2.1337854862213135,0.09206267664155908,31.336363975463023
17,0.8420000076293945,0.7599999904632568,2.21560001373291,0.0910710387560246,31.594048319487413
18,2.063999891281128,1.909999966621399,2.410381555557251,0.09002706204621803,31.858568235370292
19,0.9159999489784241,0.9299999475479126,2.549781084060669,0.08893207690248779,31.44813921130345
20,1.9799998998641968,1.96999990940094,2.838649272918701,0.08778747871771293,30.943762861783856
21,1.4559999704360962,1.5299999713897705,2.4832279682159424,0.0865947261090863,31.761493437851016
22,1.1200000047683716,0.949999988079071,2.703340530395508,0.0853553390593274,31.12017691902742
23,1.691999912261963,1.5699999332427979,3.0169103145599365,0.0840708969796946,31.148869605792484
24,2.5160000324249268,2.369999885559082,3.391526460647583,0.08274303669726428,28.99427448278386
25,3.2860000133514404,3.0399999618530273,3.601254940032959,0.08137345036904262,28.64158272783832
26,1.3939999341964722,1.1299999952316284,3.6328792572021484,0.07996388332556736,28.96935147753921
27,3.444000005722046,3.0299999713897705,3.887605667114258,0.07851613184674822,28.32146770724539
28,3.305999994277954,3.059999942779541,3.918128728866577,0.07703204087277989,28.573336976625686
29,3.4159998893737793,3.0199999809265137,3.980748414993286,0.07551350165304498,28.314355017608854
30,3.669999837875366,3.4700000286102295,4.218954563140869,0.07396244933600284,28.296082839037325
31,3.059999942779541,3.0199999809265137,4.385258197784424,0.07238086050313561,28.335248818334605
32,3.631999969482422,3.0999999046325684,4.835237979888916,0.0707707506500943,26.034885345378484
33,3.388000011444092,2.93999981880188,5.185781955718994,0.06913417161825447,26.036899947637934
34,4.829999923706055,4.21999979019165,5.469458103179932,0.0674732089799549,26.001798362418675
35,4.966000080108643,4.319999694824219,5.649607181549072,0.06578997938075123,25.838756337639598
36,6.621999740600586,5.389999866485596,6.095181465148926,0.06408662784207148,25.791558341473852
37,5.802000045776367,5.150000095367432,6.481755256652832,0.062365325027710763,25.678023627677575
38,6.191999912261963,5.809999942779541,6.643339157104492,0.06062826447764883,25.583720007938766
39,7.013999938964844,5.779999732971191,7.267332077026367,0.05887765981271517,25.477007669916304
40,6.547999858856201,5.309999942779541,8.430986404418945,0.057115741913664246,23.628332979091773
41,8.109999656677246,6.599999904632568,9.014544486999512,0.05534475607825565,23.419306997936484
42,6.96999979019165,6.589999675750732,9.63570499420166,0.05356695915996161,23.276784884817534
43,8.125999450683594,7.049999713897705,10.2589111328125,0.05178461669194902,23.252424912518755
44,10.545999526977539,9.460000038146973,10.799988746643066,0.05,23.0723599385168
45,7.807999610900879,6.849999904632568,11.294022560119629,0.048215383308050974,22.97927475726242
46,10.57599925994873,8.84000015258789,11.923364639282227,0.04643304084003838,22.880378900058837
47,8.029999732971191,7.019999980926514,12.416611671447754,0.04465524392174435,22.80643244026924
48,12.248000144958496,10.84000015258789,13.738860130310059,0.04288425808633574,21.224930078346034
49,11.170000076293945,9.219999313354492,14.54961109161377,0.04112234018728484,21.085187940397333
50,13.065999984741211,11.00999927520752,15.354697227478027,0.03937173552235116,20.915305945064876
51,13.894000053405762,12.039999961853027,15.995210647583008,0.03763467497228923,20.823408411430695
52,13.899999618530273,12.15999984741211,16.71958351135254,0.03591337215792851,20.659750569367066
53,16.31999969482422,14.4399995803833,17.519636154174805,0.03421002061924876,20.52268723660615
54,15.727999687194824,14.239999771118164,18.428091049194336,0.03252679102004508,20.34629517283704
55,17.29199981689453,14.889999389648438,19.228456497192383,0.030865828381745505,20.204164543563266
56,18.777999877929688,15.9399995803833,20.846811294555664,0.02922924934990568,18.898499939473957
57,19.529998779296875,16.689998626708984,21.927234649658203,0.02761913949686437,18.692663012113655
58,20.7239990234375,18.639999389648438,22.820587158203125,0.02603755066399715,18.523014147610347
59,22.255998611450195,19.399999618530273,23.892986297607422,0.02448649834695502,18.35848096526368
60,22.435998916625977,19.049999237060547,24.94036865234375,0.022967959127220133,18.198649987754035
61,22.823999404907227,20.309999465942383,25.880292892456055,0.0214838681532518,18.027619933055384
62,25.13399887084961,22.420000076293945,26.96590805053711,0.02003611667443265,17.855820106751047
63,27.203998565673828,24.389999389648438,28.07622528076172,0.01862654963095739,17.67529326978568
64,26.63599967956543,23.849998474121094,29.725732803344727,0.017256963302735746,16.884627863374426
65,31.373998641967773,28.1299991607666,31.050813674926758,0.015929103020305455,16.581082726430736
66,33.46799850463867,30.029998779296875,32.295494079589844,0.014644660940672625,16.359731602194703
67,32.577999114990234,28.329999923706055,33.26609802246094,0.013405273890913737,16.1648386277198
68,33.09199905395508,29.059999465942383,34.36146926879883,0.012212521282287092,15.977977670113367
69,36.95000076293945,32.07999801635742,35.24333572387695,0.011067923097512238,15.797164917980176
70,38.21999740600586,33.68000030517578,36.44050216674805,0.009972937953781985,15.618718663697607
71,33.9379997253418,30.219999313354492,37.32724380493164,0.008928961243975419,15.452140088227262
72,41.003997802734375,35.91999816894531,38.307918548583984,0.007937323358440945,15.236898751192927
73,38.67799758911133,34.290000915527344,39.38016128540039,0.0069992879896149714,15.017430268369653
74,38.417999267578125,33.72999954223633,40.166996002197266,0.006116050521637217,14.833872730625332
75,41.26599884033203,36.84000015258789,41.04020690917969,0.005288736507014435,14.687796472035561
76,43.7339973449707,39.61000061035156,41.942054748535156,0.0045184002322740885,14.562855942390469
77,41.29199981689453,37.48999786376953,42.62567901611328,0.0038060233744356626,14.440690989220734
78,44.87199783325195,40.619998931884766,43.260372161865234,0.0031525137500119198,14.339538601538768
79,42.5620002746582,37.869998931884766,43.826778411865234,0.0025587041581340226,14.2475091070579
80,36.02399826049805,31.709999084472656,44.479251861572266,0.002025351319275131,14.16214803402971
81,44.689998626708984,40.5099983215332,45.05006408691406,0.001553134910924636,14.087972842105856
82,46.64999771118164,41.62999725341797,45.646209716796875,0.0011426567014420294,14.023166870296915
83,46.573997497558594,41.89999771118164,46.297264099121094,0.0007944397831941949,13.968996942731104
84,46.69199752807617,42.209999084472656,46.84274673461914,0.0005089279059533657,13.921200724060368
85,48.02000045776367,43.64999771118164,47.37312316894531,0.00028648491140513814,13.882457019472495
86,49.11000061035156,45.21999740600586,48.11260223388672,0.00012739426948732421,13.853993064841688
87,50.96999740600586,46.32999801635742,48.6727180480957,3.1858717150418096e-05,13.834207735228127
