epoch,test_acc_before_rounding,test_acc,regularization_loss,model_sparsity
0,44.77,48.49,0.20414792001247406,50.18618187602827
1,54.31,61.11,0.14274650812149048,50.18618187602827
2,56.62,60.35,0.15758566558361053,50.18618187602827
3,59.42,65.77,0.17380422353744507,50.18618187602827
4,58.99,67.46,0.19117340445518494,50.18618187602827
5,67.58,69.47,0.20073166489601135,50.18618187602827
6,68.35,71.46,0.20718248188495636,50.18618187602827
7,65.39,68.22,0.2190191000699997,50.18618187602827
8,66.82,72.28,0.22425273060798645,50.18618187602827
9,69.13,68.46,0.2302655726671219,50.18618187602827
10,68.02,67.0,0.23347748816013336,50.18618187602827
11,64.97,71.41,0.2352827936410904,50.18618187602827
12,72.24,73.63,0.23821793496608734,50.18618187602827
13,62.81,73.37,0.24495701491832733,50.18618187602827
14,59.69,61.21,0.24457722902297974,50.18618187602827
15,71.39,67.25,0.24784357845783234,50.18618187602827
16,72.68,68.45,0.25340574979782104,50.18618187602827
17,73.23,67.0,0.25338825583457947,50.18618187602827
18,68.68,72.68,0.2576950490474701,50.18618187602827
19,68.54,75.25,0.25950536131858826,50.18618187602827
20,74.2,71.64,0.2619701027870178,50.18618187602827
21,65.59,70.81,0.2665863037109375,50.18618187602827
22,62.07,71.7,0.26651304960250854,50.18618187602827
23,66.7,74.55,0.26628926396369934,50.18618187602827
24,63.53,71.06,0.2666146159172058,50.18618187602827
25,71.18,68.16,0.26974648237228394,50.18618187602827
26,67.56,74.24,0.26491016149520874,50.18618187602827
27,69.23,74.1,0.26820307970046997,50.18618187602827
28,74.33,77.2,0.27135711908340454,50.18618187602827
29,63.26,69.04,0.2733849883079529,50.18618187602827
30,69.36,71.99,0.2637629806995392,50.18618187602827
31,72.9,71.79,0.2734672427177429,50.18618187602827
32,72.16,75.08,0.2686007618904114,50.18618187602827
33,71.56,70.51,0.27656006813049316,50.18618187602827
34,70.85,70.69,0.27166563272476196,50.18618187602827
35,73.68,76.2,0.273745596408844,50.18618187602827
36,75.34,71.17,0.26872485876083374,50.18618187602827
37,74.68,76.46,0.2742786407470703,50.18618187602827
38,71.28,76.38,0.2741238474845886,50.18618187602827
39,59.4,75.13,0.2773403823375702,50.18618187602827
40,70.79,75.05,0.279649943113327,50.18618187602827
41,75.06,75.87,0.27585554122924805,50.18618187602827
42,72.07,74.29,0.27739667892456055,50.18618187602827
43,72.17,77.52,0.2817796766757965,50.18618187602827
44,74.39,72.1,0.27797606587409973,50.18618187602827
45,79.22,73.12,0.27730563282966614,50.18618187602827
46,73.43,78.54,0.2809630334377289,50.18618187602827
47,75.65,79.1,0.274680495262146,50.18618187602827
48,66.11,75.08,0.2821798026561737,50.18618187602827
49,77.32,76.48,0.2759314477443695,50.18618187602827
50,75.06,77.77,0.2763380706310272,50.18618187602827
51,74.51,79.85,0.28438156843185425,50.18618187602827
52,75.95,72.68,0.2802409827709198,50.18618187602827
53,69.43,72.92,0.28016039729118347,50.18618187602827
54,76.69,73.52,0.28138309717178345,50.18618187602827
55,73.75,78.42,0.2794956564903259,50.18618187602827
56,74.12,79.14,0.281746506690979,50.18618187602827
57,76.54,77.85,0.28245052695274353,50.18618187602827
58,79.69,75.93,0.2823546528816223,50.18618187602827
59,76.94,77.79,0.2801707684993744,50.18618187602827
60,74.38,72.35,0.28173592686653137,50.18618187602827
61,71.47,76.22,0.2816140949726105,50.18618187602827
62,80.31,77.5,0.279570996761322,50.18618187602827
63,71.14,76.4,0.2800961434841156,50.18618187602827
64,78.82,75.8,0.27956196665763855,50.18618187602827
65,77.66,76.14,0.2803093492984772,50.18618187602827
66,76.39,75.0,0.28173238039016724,50.18618187602827
67,80.5,69.17,0.27820509672164917,50.18618187602827
68,71.28,74.73,0.27741745114326477,50.18618187602827
