epoch,test_acc_before_rounding,test_acc,regularization_loss,model_sparsity
0,-1,10.0,0.0,1.799609444875082
1,-1,10.0,0.0,1.799609444875082
2,-1,10.0,0.0,1.799609444875082
3,-1,10.0,0.0,1.799609444875082
4,-1,10.0,0.0,1.799609444875082
5,-1,10.0,0.0,1.7999821119790114
6,-1,10.0,0.0,1.7999821119790114
7,-1,10.0,0.0,1.7999821119790114
8,-1,10.0,0.0,1.7999821119790114
9,-1,10.0,0.0,1.7999821119790114
10,-1,10.0,0.0,1.7999821119790114
11,-1,10.0,0.0,1.7999821119790114
12,-1,10.0,0.0,1.7999821119790114
13,-1,10.0,0.0,1.7999821119790114
14,-1,10.0,0.0,1.7999821119790114
15,-1,10.0,0.0,1.7999821119790114
16,-1,10.0,0.0,1.7999821119790114
17,-1,10.0,0.0,1.7999821119790114
18,-1,10.0,0.0,1.7999821119790114
19,-1,10.0,0.0,1.7999821119790114
20,-1,10.0,0.0,1.7999821119790114
21,-1,10.0,0.0,1.7999821119790114
22,-1,10.0,0.0,1.7999821119790114
23,-1,10.0,0.0,1.7999821119790114
24,-1,10.0,0.0,1.7999821119790114
25,-1,10.0,0.0,1.7999821119790114
26,-1,10.0,0.0,1.7999821119790114
27,-1,10.0,0.0,1.7999821119790114
28,-1,10.0,0.0,1.7999821119790114
29,-1,10.0,0.0,1.7999821119790114
30,-1,10.0,0.0,1.7999821119790114
31,-1,10.0,0.0,1.7999821119790114
32,-1,10.0,0.0,1.7999821119790114
33,-1,10.0,0.0,1.7999821119790114
34,-1,10.0,0.0,1.7999821119790114
35,-1,10.0,0.0,1.7999821119790114
36,-1,10.0,0.0,1.7999821119790114
37,-1,10.0,0.0,1.7999821119790114
38,-1,10.0,0.0,1.7999821119790114
39,-1,10.0,0.0,1.7999821119790114
40,-1,10.0,0.0,1.7999821119790114
41,-1,10.0,0.0,1.7999821119790114
42,-1,10.0,0.0,1.7999821119790114
43,-1,10.0,0.0,1.7999821119790114
44,-1,10.0,0.0,1.7999821119790114
45,-1,10.0,0.0,1.7999821119790114
46,-1,10.0,0.0,1.7999821119790114
47,-1,10.0,0.0,1.7999821119790114
48,-1,10.0,0.0,1.7999821119790114
49,-1,10.0,0.0,1.7999821119790114
50,-1,10.0,0.0,1.7999821119790114
51,-1,10.0,0.0,1.7999821119790114
52,-1,10.0,0.0,1.7999821119790114
53,-1,10.0,0.0,1.7999821119790114
54,-1,10.0,0.0,1.7999821119790114
55,-1,10.0,0.0,1.7999821119790114
56,-1,10.0,0.0,1.7999821119790114
57,-1,10.0,0.0,1.7999821119790114
58,-1,10.0,0.0,1.7999821119790114
59,-1,10.0,0.0,1.7999821119790114
60,-1,10.0,0.0,1.7999821119790114
61,-1,10.0,0.0,1.7999821119790114
62,-1,10.0,0.0,1.7999821119790114
63,-1,10.0,0.0,1.7999821119790114
64,-1,10.0,0.0,1.7999821119790114
65,-1,10.0,0.0,1.7999821119790114
66,-1,10.0,0.0,1.7999821119790114
67,-1,10.0,0.0,1.7999821119790114
68,-1,10.0,0.0,1.7999821119790114
69,-1,10.0,0.0,1.7999821119790114
70,-1,10.0,0.0,1.7999821119790114
71,-1,10.0,0.0,1.7999821119790114
72,-1,10.0,0.0,1.7999821119790114
73,-1,10.0,0.0,1.7999821119790114
74,-1,10.0,0.0,1.7999821119790114
75,-1,10.0,0.0,1.7999821119790114
76,-1,10.0,0.0,1.7999821119790114
77,-1,10.0,0.0,1.7999821119790114
78,-1,10.0,0.0,1.7999821119790114
79,-1,10.0,0.0,1.7999821119790114
80,-1,10.0,0.0,1.7999821119790114
81,-1,10.0,0.0,1.7999821119790114
82,-1,10.0,0.0,1.7999821119790114
83,-1,10.0,0.0,1.7999821119790114
84,-1,10.0,0.0,1.7999821119790114
85,-1,10.0,0.0,1.7999821119790114
86,-1,10.0,0.0,1.7999821119790114
87,-1,10.0,0.0,1.7999821119790114
88,-1,10.0,0.0,1.7999821119790114
89,-1,10.0,0.0,1.7999821119790114
90,-1,10.0,0.0,1.7999821119790114
91,-1,10.0,0.0,1.7999821119790114
92,-1,10.0,0.0,1.7999821119790114
93,-1,10.0,0.0,1.7999821119790114
94,-1,10.0,0.0,1.7999821119790114
95,-1,10.0,0.0,1.7999821119790114
96,-1,10.0,0.0,1.7999821119790114
97,-1,10.0,0.0,1.7999821119790114
98,-1,10.0,0.0,1.7999821119790114
99,-1,10.0,0.0,1.7999821119790114
100,-1,10.0,0.0,1.7999821119790114
101,-1,10.0,0.0,1.7999821119790114
102,-1,10.0,0.0,1.7999821119790114
103,-1,10.0,0.0,1.7999821119790114
104,-1,10.0,0.0,1.7999821119790114
105,-1,10.0,0.0,1.7999821119790114
106,-1,10.0,0.0,1.7999821119790114
107,-1,10.0,0.0,1.7999821119790114
108,-1,10.0,0.0,1.7999821119790114
109,-1,10.0,0.0,1.7999821119790114
110,-1,10.0,0.0,1.7999821119790114
111,-1,10.0,0.0,1.7999821119790114
112,-1,10.0,0.0,1.7999821119790114
113,-1,10.0,0.0,1.7999821119790114
114,-1,10.0,0.0,1.7999821119790114
115,-1,10.0,0.0,1.7999821119790114
116,-1,10.0,0.0,1.7999821119790114
117,-1,10.0,0.0,1.7999821119790114
118,-1,10.0,0.0,1.7999821119790114
119,-1,10.0,0.0,1.7999821119790114
120,-1,10.0,0.0,1.7999821119790114
121,-1,10.0,0.0,1.7999821119790114
122,-1,10.0,0.0,1.7999821119790114
123,-1,10.0,0.0,1.7999821119790114
124,-1,10.0,0.0,1.7999821119790114
