epoch,test_acc_before_rounding,test_acc,regularization_loss,model_sparsity
115,55.22,55.22,0.32255709171295166,2.756245900661857
116,52.09,52.09,0.3213775157928467,2.752146562518633
117,56.4,56.4,0.32029959559440613,2.737985212569316
118,63.52,63.52,0.31927427649497986,2.7364945441535986
119,46.85,46.85,0.31834545731544495,2.7677985808836683
120,47.01,47.01,0.3174527883529663,2.7432025520243277
121,57.98,57.98,0.3162609934806824,2.6280484169101426
122,53.61,53.61,0.31518232822418213,2.606806391986167
123,62.82,62.82,0.3141895830631256,2.6123963985451075
124,43.84,43.84,0.3132734000682831,2.593390376244708
125,49.1,49.1,0.31244924664497375,2.581837696022897
126,58.86,58.86,0.3116839528083801,2.5889183709975554
127,58.18,58.18,0.3109854757785797,2.5732663526325203
128,58.31,58.31,0.3103528618812561,2.559850336891062
129,63.29,63.29,0.30953940749168396,2.3366227416373504
130,68.07,68.07,0.30882197618484497,2.3157533838173037
131,60.24,60.24,0.3081948757171631,2.306809373322998
132,54.64,54.64,0.3076291084289551,2.2971200286208338
133,65.02,65.02,0.3071383237838745,2.2833313457754456
134,60.81,60.81,0.3066984713077545,2.2907846878540337
135,64.98,64.98,0.306311696767807,2.2900393536461747
136,56.96,56.96,0.3059762120246887,2.251281974837517
137,67.0,67.0,0.30560994148254395,2.0384890584938287
138,65.58,65.58,0.3053039610385895,2.0284270466877348
139,68.38,68.38,0.3050505220890045,2.0206010375052172
140,64.87,64.87,0.3048394024372101,2.02507304275237
141,70.34,70.34,0.30466827750205994,2.0168743664659234
142,61.74,61.74,0.30453428626060486,2.0206010375052172
143,66.63,66.63,0.3044308125972748,2.0086756901794764
144,67.1,67.1,0.30435502529144287,1.80072744618687
145,72.53,72.53,0.30428338050842285,1.7571253950271302
146,73.22,73.22,0.30423837900161743,1.752280722676048
147,71.7,71.7,0.3042137622833252,1.7511627213642598
148,71.2,71.2,0.3042011260986328,1.7489267187406834
149,74.0,74.0,0.304200142621994,1.7466907161171068
149,-1.0,74.0,0.0,1.7466907161171068
150,-1.0,73.3,0.0,1.7466907161171068
151,-1.0,74.43,0.0,1.7466907161171068
152,-1.0,73.89,0.0,1.7466907161171068
153,-1.0,74.39,0.0,1.7466907161171068
154,-1.0,74.13,0.0,1.7466907161171068
155,-1.0,74.57,0.0,1.7466907161171068
156,-1.0,74.57,0.0,1.7466907161171068
157,-1.0,75.82,0.0,1.7466907161171068
158,-1.0,76.03,0.0,1.7466907161171068
159,-1.0,75.98,0.0,1.7466907161171068
160,-1.0,76.72,0.0,1.7466907161171068
161,-1.0,76.9,0.0,1.7466907161171068
162,-1.0,77.11,0.0,1.7466907161171068
163,-1.0,76.17,0.0,1.7466907161171068
164,-1.0,76.33,0.0,1.7466907161171068
165,-1.0,76.96,0.0,1.7466907161171068
166,-1.0,76.65,0.0,1.7466907161171068
167,-1.0,77.36,0.0,1.7466907161171068
168,-1.0,76.71,0.0,1.7466907161171068
169,-1.0,75.64,0.0,1.7466907161171068
170,-1.0,77.44,0.0,1.7466907161171068
171,-1.0,76.79,0.0,1.7466907161171068
172,-1.0,76.43,0.0,1.7466907161171068
173,-1.0,76.39,0.0,1.7466907161171068
174,-1.0,77.65,0.0,1.7466907161171068
175,-1.0,77.29,0.0,1.7466907161171068
176,-1.0,77.43,0.0,1.7466907161171068
177,-1.0,76.86,0.0,1.7466907161171068
178,-1.0,77.47,0.0,1.7466907161171068
179,-1.0,76.27,0.0,1.7466907161171068
180,-1.0,77.14,0.0,1.7466907161171068
181,-1.0,78.25,0.0,1.7466907161171068
182,-1.0,77.32,0.0,1.7466907161171068
183,-1.0,77.89,0.0,1.7466907161171068
184,-1.0,77.72,0.0,1.7466907161171068
185,-1.0,77.22,0.0,1.7466907161171068
186,-1.0,77.76,0.0,1.7466907161171068
187,-1.0,78.24,0.0,1.7466907161171068
188,-1.0,77.81,0.0,1.7466907161171068
189,-1.0,77.69,0.0,1.7466907161171068
190,-1.0,77.93,0.0,1.7466907161171068
191,-1.0,77.52,0.0,1.7466907161171068
192,-1.0,77.8,0.0,1.7466907161171068
193,-1.0,77.9,0.0,1.7466907161171068
194,-1.0,77.41,0.0,1.7466907161171068
195,-1.0,77.73,0.0,1.7466907161171068
196,-1.0,77.95,0.0,1.7466907161171068
197,-1.0,77.76,0.0,1.7466907161171068
198,-1.0,77.77,0.0,1.7466907161171068
199,-1.0,77.57,0.0,1.7466907161171068
200,-1.0,76.98,0.0,1.7466907161171068
201,-1.0,77.99,0.0,1.7466907161171068
202,-1.0,78.34,0.0,1.7466907161171068
203,-1.0,77.32,0.0,1.7466907161171068
204,-1.0,78.14,0.0,1.7466907161171068
205,-1.0,77.98,0.0,1.7466907161171068
206,-1.0,77.98,0.0,1.7466907161171068
207,-1.0,77.26,0.0,1.7466907161171068
208,-1.0,77.79,0.0,1.7466907161171068
209,-1.0,78.46,0.0,1.7466907161171068
210,-1.0,77.63,0.0,1.7466907161171068
211,-1.0,77.83,0.0,1.7466907161171068
212,-1.0,77.71,0.0,1.7466907161171068
213,-1.0,78.68,0.0,1.7466907161171068
214,-1.0,77.96,0.0,1.7466907161171068
215,-1.0,78.46,0.0,1.7466907161171068
216,-1.0,78.16,0.0,1.7466907161171068
217,-1.0,78.58,0.0,1.7466907161171068
218,-1.0,77.31,0.0,1.7466907161171068
219,-1.0,78.12,0.0,1.7466907161171068
220,-1.0,78.23,0.0,1.7466907161171068
221,-1.0,77.91,0.0,1.7466907161171068
222,-1.0,78.09,0.0,1.7466907161171068
223,-1.0,77.59,0.0,1.7466907161171068
224,-1.0,78.26,0.0,1.7466907161171068
225,-1.0,77.85,0.0,1.7466907161171068
226,-1.0,77.46,0.0,1.7466907161171068
227,-1.0,77.85,0.0,1.7466907161171068
228,-1.0,78.53,0.0,1.7466907161171068
229,-1.0,78.07,0.0,1.7466907161171068
230,-1.0,79.24,0.0,1.7466907161171068
231,-1.0,79.19,0.0,1.7466907161171068
232,-1.0,79.41,0.0,1.7466907161171068
233,-1.0,79.35,0.0,1.7466907161171068
234,-1.0,79.39,0.0,1.7466907161171068
235,-1.0,79.32,0.0,1.7466907161171068
236,-1.0,79.35,0.0,1.7466907161171068
237,-1.0,79.5,0.0,1.7466907161171068
238,-1.0,79.55,0.0,1.7466907161171068
239,-1.0,79.51,0.0,1.7466907161171068
240,-1.0,79.48,0.0,1.7466907161171068
241,-1.0,79.31,0.0,1.7466907161171068
242,-1.0,79.52,0.0,1.7466907161171068
243,-1.0,79.59,0.0,1.7466907161171068
244,-1.0,79.4,0.0,1.7466907161171068
245,-1.0,79.43,0.0,1.7466907161171068
246,-1.0,79.35,0.0,1.7466907161171068
247,-1.0,79.47,0.0,1.7466907161171068
248,-1.0,79.43,0.0,1.7466907161171068
249,-1.0,79.27,0.0,1.7466907161171068
250,-1.0,79.49,0.0,1.7466907161171068
251,-1.0,79.18,0.0,1.7466907161171068
252,-1.0,79.19,0.0,1.7466907161171068
253,-1.0,79.2,0.0,1.7466907161171068
254,-1.0,79.46,0.0,1.7466907161171068
255,-1.0,79.15,0.0,1.7466907161171068
256,-1.0,79.36,0.0,1.7466907161171068
257,-1.0,79.36,0.0,1.7466907161171068
258,-1.0,79.34,0.0,1.7466907161171068
259,-1.0,79.22,0.0,1.7466907161171068
260,-1.0,79.32,0.0,1.7466907161171068
261,-1.0,79.42,0.0,1.7466907161171068
262,-1.0,79.35,0.0,1.7466907161171068
263,-1.0,79.33,0.0,1.7466907161171068
264,-1.0,79.33,0.0,1.7466907161171068
265,-1.0,79.25,0.0,1.7466907161171068
266,-1.0,79.61,0.0,1.7466907161171068
267,-1.0,79.33,0.0,1.7466907161171068
268,-1.0,79.26,0.0,1.7466907161171068
269,-1.0,79.36,0.0,1.7466907161171068
270,-1.0,79.26,0.0,1.7466907161171068
271,-1.0,79.26,0.0,1.7466907161171068
272,-1.0,79.47,0.0,1.7466907161171068
273,-1.0,79.3,0.0,1.7466907161171068
274,-1.0,79.43,0.0,1.7466907161171068
275,-1.0,79.33,0.0,1.7466907161171068
276,-1.0,79.55,0.0,1.7466907161171068
277,-1.0,79.58,0.0,1.7466907161171068
278,-1.0,79.44,0.0,1.7466907161171068
279,-1.0,79.25,0.0,1.7466907161171068
280,-1.0,79.4,0.0,1.7466907161171068
281,-1.0,79.39,0.0,1.7466907161171068
282,-1.0,79.34,0.0,1.7466907161171068
283,-1.0,79.43,0.0,1.7466907161171068
284,-1.0,79.4,0.0,1.7466907161171068
285,-1.0,79.43,0.0,1.7466907161171068
286,-1.0,79.43,0.0,1.7466907161171068
287,-1.0,79.4,0.0,1.7466907161171068
288,-1.0,79.43,0.0,1.7466907161171068
289,-1.0,79.3,0.0,1.7466907161171068
290,-1.0,79.53,0.0,1.7466907161171068
291,-1.0,79.37,0.0,1.7466907161171068
292,-1.0,79.45,0.0,1.7466907161171068
293,-1.0,79.38,0.0,1.7466907161171068
294,-1.0,79.36,0.0,1.7466907161171068
295,-1.0,79.4,0.0,1.7466907161171068
296,-1.0,79.27,0.0,1.7466907161171068
297,-1.0,79.29,0.0,1.7466907161171068
298,-1.0,79.43,0.0,1.7466907161171068
299,-1.0,79.35,0.0,1.7466907161171068
